http_agent,version_release,screen_height,screen_width,model,screen_density_dpi,cpu_support_abis,screen_density
Dalvik/2.1.0 (Linux; U; Android 12; M2011K2C Build/SKQ1.211230.001),12,3200,1440,M2011K2C,560,"[arm64-v8a, armeabi-v7a, armeabi]",3.5
Dalvik/2.1.0 (Linux; U; Android 10; TAS-AL00 Build/HUAWEITAS-AL00),10,2340,1080,TAS-AL00,454,"[arm64-v8a, armeabi-v7a, armeabi]",2.8375
Dalvik/2.1.0 (Linux; U; Android 10; Mi 10 MIUI/V12.0.3.0.QJBEUXM),10,2340,1080,Mi10,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 11; GIA-AN00 Build/HONORGIA-AN00),11,2400,1080,GIA-AN00,408,"[arm64-v8a, armeabi-v7a, armeabi]",2.55
Dalvik/2.1.0 (Linux; U; Android 11; MEIZU 18 Pro Build/RKQ1.210715.001),11,2400,1080,MEIZU18Pro,490,"[arm64-v8a, armeabi-v7a, armeabi]",3.0625
Dalvik/2.1.0 (Linux; U; Android 11; JLH-AN00 Build/HONORJLH-AN00),11,1755,1080,JLH-AN00,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 12; SM-S9060 Build/SP1A.210812.016),12,2340,1080,SM-S9060,450,"[arm64-v8a, armeabi-v7a, armeabi]",2.8125
Dalvik/2.1.0 (Linux; U; Android 12; RMX3350 Build/SP1A.210812.016),12,2400,1080,RMX3350,384,"[arm64-v8a, armeabi-v7a, armeabi]",2.4
Dalvik/2.1.0 (Linux; U; Android 9; AQM-TL00 Build/HUAWEIAQM-TL00),9,2400,1080,AQM-TL00,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 9; J9110 Build/55.0.A.6.56),9,2560,1096,J9110,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 10; HLK-AL10 Build/HONORHLK-AL10),10,2340,1080,HLK-AL10,480,"[armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 9; SM-T380 Build/PPR1.180610.011),9,1280,800,SM-T380,213,"[armeabi-v7a, armeabi]",1.3312501
Dalvik/2.1.0 (Linux; U; Android 7.1.1; ivvi M10 Pro Build/N6F26Q),7.1.1,1600,720,ivviM10Pro,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 11; ASUS_I005DA Build/RKQ1.201022.002),11,2448,1080,ASUS_I005DA,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 12; SM-G996U Build/SP1A.210812.016),12,2400,1080,SM-G996U,450,"[arm64-v8a, armeabi-v7a, armeabi]",2.8125
Dalvik/2.1.0 (Linux; U; Android 8.0.0; SM-G9650 Build/R16NW),8.0.0,1920,1080,SM-G9650,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 10; KKG-AN00 Build/HONORKKG-AN00),10,2280,1080,KKG-AN00,421,"[arm64-v8a, armeabi-v7a, armeabi]",2.6312501
Dalvik/2.1.0 (Linux; U; Android 12; NE2210 Build/SKQ1.211019.001),12,2412,1080,NE2210,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 9; Redmi Note 8 MIUI/V11.0.5.0.PCOCNXM),9,2340,1080,RedmiNote8,461,"[arm64-v8a, armeabi-v7a, armeabi]",2.8812501
Dalvik/2.1.0 (Linux; U; Android 10; Mi9 Pro 5G MIUI/20.7.23),10,2340,1080,Mi9Pro5G,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 11; SM-A705MN Build/RP1A.200720.012),11,2400,1080,SM-A705MN,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 12; 22041216C Build/SP1A.210812.016),12,2460,1080,22041216C,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 10.1; T106 Build/PPR1.180610.011),10.1,1920,1200,T106,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 11; CP05 Build/CP05.220225.4S.AL),11,2408,1080,CP05,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 12; SM-F926N Build/SP1A.210812.016),12,2289,840,SM-F926N,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 9; X13pro Build/PPR1.180610.011),9,1200,544,X13pro,240,"[arm64-v8a, armeabi-v7a, armeabi]",1.5
Dalvik/2.1.0 (Linux; U; Android 10; MAR-LX1M Build/HUAWEIMAR-L21MEA),10,2312,1080,MAR-LX1M,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 12; SM-G9730 Build/SP1A.210812.016),12,1520,720,SM-G9730,280,"[arm64-v8a, armeabi-v7a, armeabi]",1.75
Dalvik/2.1.0 (Linux; U; Android 10; PCT-AL10 Build/HUAWEIPCT-AL10),10,2310,1080,PCT-AL10,360,"[arm64-v8a, armeabi-v7a, armeabi]",2.25
Dalvik/2.1.0 (Linux; U; Android 11; Pixel 4a Build/RP1A.201105.002),11,2340,1080,Pixel4a,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 11; SM-G998U Build/RP1A.200720.012),11,3200,1440,SM-G998U,600,"[arm64-v8a, armeabi-v7a, armeabi]",3.75
Dalvik/2.1.0 (Linux; U; Android 10; CDY-NX9B Build/HUAWEICDY-N29B),10,2400,1080,CDY-NX9B,408,"[arm64-v8a, armeabi-v7a, armeabi]",2.55
Dalvik/2.1.0 (Linux; U; Android 11; neken X13pro Build/RP1A.200720.011),11,1560,720,nekenX13pro,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 9; Lenovo L38111 Build/PKQ1.190302.001),9,2340,1080,LenovoL38111,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 6.0.1; Redmi 3X MIUI/V9.6.2.0.MALCNFD),6.0.1,1280,720,Redmi3X,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 12; Redmi K30 Pro Build/SKQ1.220119.001),12,2400,1080,RedmiK30Pro,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 12; SM-F9260 Build/SP1A.210812.016),12,2616,960,SM-F9260,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 10; Redmi K20 Pro MIUI/9.12.30),10,2340,1080,RedmiK20Pro,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 12; SM-G9730 Build/SP1A.210812.016),12,2280,1080,SM-G9730,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 8.1.0; MI 5X MIUI/V11.0.3.0.ODBCNXM),8.1.0,1920,1080,MI5X,467,"[arm64-v8a, armeabi-v7a, armeabi]",2.91875
Dalvik/2.1.0 (Linux; U; Android 12; M2102J2SC Build/SKQ1.211230.001),12,2340,1080,M2102J2SC,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 8.1.0; DUB-AL20 Build/HUAWEIDUB-AL20),8.1.0,1520,720,DUB-AL20,288,"[arm64-v8a, armeabi-v7a, armeabi]",1.8000001
Dalvik/2.1.0 (Linux; U; Android 8.0.0; SM-T827V Build/R16NW),8.0.0,2048,1536,SM-T827V,360,"[arm64-v8a, armeabi-v7a, armeabi]",2.25
Dalvik/2.1.0 (Linux; U; Android 10; SM-G960U1 Build/QP1A.190711.020),10,2220,1080,SM-G960U1,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 12; LE2100 Build/SKQ1.210216.001),12,2400,1080,LE2100,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 9.1; 5G Build/MRA58K),9.1,1520,720,5G,320,"[armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 12; RMX2121 Build/SP1A.210812.016),12,2400,1080,RMX2121,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 11; XQ-AT72 Build/58.1.A.5.530),11,2560,1096,XQ-AT72,356,"[arm64-v8a, armeabi-v7a, armeabi]",2.2250001
Dalvik/2.1.0 (Linux; U; Android 12; 2112123AC Build/SKQ1.211230.001),12,2400,1080,2112123AC,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 8.0.0; CMR-W19 Build/HUAWEICMR-W19),8.0.0,2560,1600,CMR-W19,400,"[arm64-v8a, armeabi-v7a, armeabi]",2.5
Dalvik/2.1.0 (Linux; U; Android 12; PDSM00 Build/SP1A.210812.016),12,2400,1080,PDSM00,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 11; SHARK MBU-A0 Build/MOBS2202130CN00MR4),11,3120,1440,SHARKMBU-A0,560,"[arm64-v8a, armeabi-v7a, armeabi]",3.5
Dalvik/2.1.0 (Linux; U; Android 12; SM-N9760 Build/SP1A.210812.016),12,2280,1080,SM-N9760,450,"[arm64-v8a, armeabi-v7a, armeabi]",2.8125
Dalvik/2.1.0 (Linux; U; Android 7.1.1; ZTE V0840 Build/NMF26F),7.1.1,1280,720,ZTEV0840,360,"[arm64-v8a, armeabi-v7a, armeabi]",2.25
Dalvik/2.1.0 (Linux; U; Android 11; T40 Plus(M7T3) Build/RP1A.201005.001),11,2000,1200,T40Plus(M7T3),420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 8.0.0; MIX 2 MIUI/V10.3.1.0.ODECNZY),8.0.0,2160,1080,MIX2,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 11; 2109119BC Build/RKQ1.210503.001),11,2400,1080,2109119BC,408,"[arm64-v8a, armeabi-v7a, armeabi]",2.55
Dalvik/2.1.0 (Linux; U; Android 12; PDEM10 Build/SKQ1.210216.001),12,3168,1440,PDEM10,680,"[arm64-v8a, armeabi-v7a, armeabi]",4.25
Dalvik/2.1.0 (Linux; U; Android 11; SM-N9750 Build/RP1A.200720.012),11,2280,1080,SM-N9750,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 12; RMX2205 Build/SP1A.210812.016),12,2400,1080,RMX2205,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 11; ONEPLUS A6010 Build/RKQ1.201217.002),11,2340,1080,ONEPLUSA6010,510,"[arm64-v8a, armeabi-v7a, armeabi]",3.1875
Dalvik/2.1.0 (Linux; U; Android 11; GIA-AN00 Build/HONORGIA-TN00),11,2400,1080,GIA-AN00,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 1.0.0; AI 7 Build/RP1A.200720.011),11,2300,1080,AI7,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 12; SM-G973N Build/SP1A.210812.016),12,2280,1080,SM-G973N,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 11; Redmi Note 8 Pro Build/RP1A.200720.011),11,2340,1080,RedmiNote8Pro,432,"[arm64-v8a, armeabi-v7a, armeabi]",2.7
Dalvik/2.1.0 (Linux; U; Android 9; GNS2165C Build/PPR1.180610.011),9,1560,720,GNS2165C,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 12; SM-N975F Build/SP1A.210812.016),12,3040,1440,SM-N975F,560,"[arm64-v8a, armeabi-v7a, armeabi]",3.5
Dalvik/2.1.0 (Linux; U; Android 12; XT2201-2 Build/S1SC32.52-27-2),12,2400,1080,XT2201-2,446,"[arm64-v8a, armeabi-v7a, armeabi]",2.7875001
Dalvik/2.1.0 (Linux; U; Android 11; XT2175-2 Build/RRXC31.Q3-45-54-5),11,2460,1080,XT2175-2,446,"[arm64-v8a, armeabi-v7a, armeabi]",2.7875001
Dalvik/2.1.0 (Linux; U; Android 8.1.0; Redmi 6 Pro MIUI/8.7.05),8.1.0,2280,1080,Redmi6Pro,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 12; LE2100 Build/SKQ1.210216.001),12,2400,1080,LE2100,408,"[arm64-v8a, armeabi-v7a, armeabi]",2.55
Dalvik/2.1.0 (Linux; U; Android 10; CPH2127 Build/QKQ1.200614.002),10,1600,720,CPH2127,272,"[arm64-v8a, armeabi-v7a, armeabi]",1.7
Dalvik/2.1.0 (Linux; U; Android 7.1.2; uengine Build/N2G47J),7.1.2,1080,1920,uengine,160,"[x86_64, x86, armeabi-v7a, armeabi, arm64-v8a]",1
Dalvik/2.1.0 (Linux; U; Android 12; V2178A Build/SP1A.210812.003),12,2160,1916,V2178A,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 12; SM-G7810 Build/SP1A.210812.016),12,2400,1080,SM-G7810,510,"[arm64-v8a, armeabi-v7a, armeabi]",3.1875
Dalvik/2.1.0 (Linux; U; Android 12; SM-N9760 Build/SP1A.210812.016),12,2280,1080,SM-N9760,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 12; SM-N971N Build/SP1A.210812.016),12,2280,1080,SM-N971N,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 8.0.0; LG-H930 Build/OPR1.170623.026),8.0.0,2880,1440,LG-H930,640,"[arm64-v8a, armeabi-v7a, armeabi]",4
Dalvik/2.1.0 (Linux; U; Android 9; 20220728MT Build/PPR1.180610.011),9,1600,720,20220728MT,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 7.1.2; MANN 8S Build/N2G47H),7.1.2,1920,1080,MANN8S,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 12; PEGT00 Build/SKQ1.210216.001),12,2400,1080,PEGT00,408,"[arm64-v8a, armeabi-v7a, armeabi]",2.55
Dalvik/2.1.0 (Linux; U; Android 12; Mi 10 Build/SKQ1.211006.001),12,2340,1080,Mi10,288,"[arm64-v8a, armeabi-v7a, armeabi]",1.8000001
Dalvik/2.1.0 (Linux; U; Android 11; SM-F711B Build/RP1A.200720.012),11,2640,1080,SM-F711B,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 10; Redmi 8A MIUI/V12.5.3.0.QCPCNXM),10,1520,720,Redmi8A,336,"[armeabi-v7a, armeabi]",2.1000001
Dalvik/2.1.0 (Linux; U; Android 9; DUK-TL30 Build/HUAWEIDUK-TL30),9,2560,1440,DUK-TL30,720,"[arm64-v8a, armeabi-v7a, armeabi]",4.5
Dalvik/2.1.0 (Linux; U; Android 12; XT2201-2 Build/S1SC32.52-27-2),12,2400,1080,XT2201-2,400,"[arm64-v8a, armeabi-v7a, armeabi]",2.5
Dalvik/2.1.0 (Linux; U; Android 10; SM-N960W Build/QP1A.190711.020),10,2220,1080,SM-N960W,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 7.1.1; P381 Build/NMF26O),7.1.1,1920,1200,P381,240,"[arm64-v8a, armeabi-v7a, armeabi]",1.5
Dalvik/2.1.0 (Linux; U; Android 8.1.0; ALP-TL00 Build/HUAWEIALP-TL00),8.1.0,1920,1080,ALP-TL00,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 11; SHARK KLE-A0 Build/KLEN2110261CN00MR3),11,2400,1080,SHARKKLE-A0,352,"[arm64-v8a, armeabi-v7a, armeabi]",2.2
Dalvik/2.1.0 (Linux; U; Android 8.1.0; BBE100-1 Build/OPM1.171019.026),8.1.0,1620,1080,BBE100-1,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 11; V2025A Build/RP1A.200720.012),11,1080,2376,V2025A,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 8.1.0; PBDT00 Build/OPM1.171019.026),8.1.0,2340,1080,PBDT00,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 12; SM-S9080 Build/SP1A.210812.016),12,3088,1440,SM-S9080,560,"[arm64-v8a, armeabi-v7a, armeabi]",3.5
Dalvik/2.1.0 (Linux; U; Android 9; XDH-25-B3 Build/PPR1.180610.011),9,1920,1200,XDH-25-B3,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 6.0; HUAWEI CRR-UL20 Build/HUAWEICRR-UL20),6.0,1920,1080,HUAWEICRR-UL20,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 11; NX667J Build/RKQ1.201221.002),11,2400,1080,NX667J,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 10; TEL-AN00 Build/HONORTEL-AN00),10,1600,720,TEL-AN00,272,"[arm64-v8a, armeabi-v7a, armeabi]",1.7
Dalvik/2.1.0 (Linux; U; Android 12; SM-G9980 Build/SP1A.210812.016),12,1600,720,SM-G9980,300,"[arm64-v8a, armeabi-v7a, armeabi]",1.875
Dalvik/2.1.0 (Linux; U; Android 10; NOH-AN50 Build/HUAWEINOH-AN50),10,2376,1152,NOH-AN50,408,"[arm64-v8a, armeabi-v7a, armeabi]",2.55
Dalvik/2.1.0 (Linux; U; Android 12; SM-F9160 Build/SP1A.210812.016),12,2658,960,SM-F9160,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 7.1.1; HTC U-3w Build/NMF26X),7.1.1,2560,1440,HTCU-3w,544,"[arm64-v8a, armeabi-v7a, armeabi]",3.4
Dalvik/2.1.0 (Linux; U; Android 12; RMX3300 Build/SKQ1.211019.001),12,3216,1440,RMX3300,500,"[arm64-v8a, armeabi-v7a, armeabi]",3.125
Dalvik/2.1.0 (Linux; U; Android 7.1.2; VOG-AL00 Build/N2G47H),7.1.2,1920,1080,VOG-AL00,480,"[x86, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 12; NX709J Build/SKQ1.211019.001),12,2400,1080,NX709J,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 12; Mi 10 Build/SKQ1.220119.001),12,2340,1080,Mi10,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 10; Redmi 8A MIUI/V12.5.3.0.QCPCNXM),10,1464,720,Redmi8A,320,"[armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 11; SHARK KLE-A0 Build/KLEN2110261CN00MR3),11,2400,1080,SHARKKLE-A0,375,"[arm64-v8a, armeabi-v7a, armeabi]",2.34375
Dalvik/2.1.0 (Linux; U; Android 8.1.0; MI 8 MIUI/V10.0.11.0.QQqun|788202866),8.1.0,2248,1080,MI8,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 12; Redmi K30 5G Build/SKQ1.220119.001),12,2400,1080,RedmiK305G,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android Tiramisu Build/TPP2.220218.006),12,2340,1080,Pixel4a(5G),420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 11; Nokia C20 Plus Build/RP1A.201005.001),11,1600,720,NokiaC20Plus,332,"[armeabi-v7a, armeabi]",2.075
Dalvik/2.1.0 (Linux; U; Android 11; LSA-AN00 Build/HONORLSA-AN00),11,2400,1080,LSA-AN00,454,"[arm64-v8a, armeabi-v7a, armeabi]",2.8375
Dalvik/2.1.0 (Linux; U; Android 10; TYH211U Build/QP1A.190711.020),10,2340,1080,TYH211U,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 11; XT2125-4 Build/RRN31.Q3-1-11-6),11,2520,1080,XT2125-4,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 12; M2103K19C Build/SP1A.210812.016),12,2400,1080,M2103K19C,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 7.0; 20180208Q Build/NRD90M),7.0,1498,720,20180208Q,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 6.0; Redmi Note 4 MIUI/V8.1.8.0.MBFCNDI),6.0,1920,1080,RedmiNote4,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 12; PFEM10 Build/SKQ1.211019.001),12,3216,1440,PFEM10,680,"[arm64-v8a, armeabi-v7a, armeabi]",4.25
Dalvik/2.1.0 (Linux; U; Android 12; MGI-AN00 Build/HONORMGI-AN00),12,2272,1984,MGI-AN00,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 12; SM-N975U Build/SP1A.210812.016),12,3040,1440,SM-N975U,640,"[arm64-v8a, armeabi-v7a, armeabi]",4
Dalvik/2.1.0 (Linux; U; Android 11; M2012K11AC Build/RKQ1.200826.002),11,2400,1080,M2012K11AC,432,"[arm64-v8a, armeabi-v7a, armeabi]",2.7
Dalvik/2.1.0 (Linux; U; Android 11; SM-A4260 Build/RP1A.200720.012),11,1600,720,SM-A4260,300,"[arm64-v8a, armeabi-v7a, armeabi]",1.875
Dalvik/2.1.0 (Linux; U; Android 10; NOH-AN50 Build/HUAWEINOH-AN50),10,2376,1152,NOH-AN50,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 12; PFFM10 Build/RKQ1.211103.002),12,2400,1080,PFFM10,408,"[arm64-v8a, armeabi-v7a, armeabi]",2.55
Dalvik/2.1.0 (Linux; U; Android 11; Redmi Note 8T Build/RKQ1.201004.002),11,2340,1080,RedmiNote8T,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 12; SM-W2022 Build/SP1A.210812.016),12,2280,1080,SM-W2022,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 12; SM-F7110 Build/SP1A.210812.016),12,2640,1080,SM-F7110,450,"[arm64-v8a, armeabi-v7a, armeabi]",2.8125
Dalvik/2.1.0 (Linux; U; Android 9; RVL-AL09 Build/HUAWEIRVL-AL09),9,1480,720,RVL-AL09,278,"[arm64-v8a, armeabi-v7a, armeabi]",1.7375001
Dalvik/2.1.0 (Linux; U; Android 6.0; F100S Build/MRA58K),6.0,1280,720,F100S,320,"[armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 11; V2054A Build/RP1A.200720.012),11,1600,720,V2054A,320,"[armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 12; Redmi K30 5G Build/SKQ1.211230.001),12,2400,1080,RedmiK305G,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 9; MI 8 Lite MIUI/V10.3.2.1.P),9,2280,1080,MI8Lite,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 11; V2022 Build/RP1A.200720.012),11,2400,1080,V2022,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 10; Redmi Note 9S MIUI/V12.0.6.0.QJWMIXM),10,2400,1080,RedmiNote9S,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 12; SM-S9080 Build/SP1A.210812.016),12,2316,1080,SM-S9080,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 11; XT2175-2 Build/RRXC31.Q3-45-54-5),11,2460,1080,XT2175-2,340,"[arm64-v8a, armeabi-v7a, armeabi]",2.125
Dalvik/2.1.0 (Linux; U; Android 12; NX701J Build/SKQ1.211209.001),12,2400,1080,NX701J,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 12; M2102K1AC Build/SKQ1.211230.001),12,2400,1080,M2102K1AC,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 10; AQM-AL00 Build/HUAWEIAQM-AL00),10,1600,720,AQM-AL00,408,"[arm64-v8a, armeabi-v7a, armeabi]",2.55
Dalvik/2.1.0 (Linux; U; Android 9; Mi Note 3 MIUI/9.10.24),9,1920,1080,MiNote3,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 12; SM-S9010 Build/SP1A.210812.016),12,2340,1080,SM-S9010,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 9; 2022K001 Build/PPR1.180610.011),9,1200,544,2022K001,240,"[arm64-v8a, armeabi-v7a, armeabi]",1.5
Dalvik/2.1.0 (Linux; U; Android 12; M2011K2C Build/SKQ1.220119.001),12,1440,3200,M2011K2C,560,"[arm64-v8a, armeabi-v7a, armeabi]",3.5
Dalvik/2.1.0 (Linux; U; Android 11; ELZ-AN20 Build/HONORELZ-AN20),11,1848,896,ELZ-AN20,373,"[arm64-v8a, armeabi-v7a, armeabi]",2.33125
Dalvik/2.1.0 (Linux; U; Android 9; Starlet Mt40 pro Build/PPR1.180610.011),9,1560,720,StarletMt40pro,360,"[arm64-v8a, armeabi-v7a, armeabi]",2.25
Dalvik/2.1.0 (Linux; U; Android 11; Redmi K20 Build/RKQ1.200826.002),11,2340,1080,RedmiK20,352,"[arm64-v8a, armeabi-v7a, armeabi]",2.2
Dalvik/2.1.0 (Linux; U; Android 10; MI 8 MIUI/V12.5.2.0.QEACNXM),10,2158,1080,MI8,490,"[arm64-v8a, armeabi-v7a, armeabi]",3.0625
Dalvik/2.1.0 (Linux; U; Android 9; SM-A2070 Build/PPR1.180610.011),9,1560,720,SM-A2070,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 7.0; MI MAX MIUI/9.2.28),7.0,1920,1080,MIMAX,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 12; Pixel 3 XL Build/SP1A.210812.016.C1),12,2960,1440,Pixel3XL,560,"[arm64-v8a, armeabi-v7a, armeabi]",3.5
Dalvik/2.1.0 (Linux; U; Android 12; RMX2072 Build/SKQ1.210216.001),12,2400,1080,RMX2072,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
