screen_height,screen_width,screen_density_dpi,screen_density
1600,1271,466,2.9125001
1600,720,272,1.7
2248,1080,461,2.8812501
1280,800,160,1
2340,1080,461,2.8812501
2340,1080,540,3.375
2260,1080,461,2.8812501
2700,1224,458,2.8625
2400,1080,480,3
2160,1080,480,3
2400,1080,480,3
1653,1080,440,2.75
2560,1600,377,2.35625
2244,1080,440,2.75
1600,720,320,2
2340,1080,480,3
1520,720,360,2.25
2400,1080,440,2.75
2160,1080,352,2.2
2400,1080,440,2.75
2340,1080,510,3.1875
2400,1080,408,2.55
2280,1080,480,3
1920,1080,420,2.625
2340,1080,440,2.75
3088,1440,560,3.5
2316,1080,420,2.625
2158,1080,461,2.8812501
2160,1080,500,3.125
2220,1080,540,3.375
1080,1920,480,3
1080,2400,440,2.75
1080,2400,440,2.75
1920,1080,421,2.6312501
2408,1080,440,2.75
2160,1080,420,2.625
2220,1080,510,3.1875
1600,1698,466,2.9125001
3200,1440,640,4
1560,720,320,2
2340,1080,440,2.75
1920,1080,480,3
2340,1080,420,2.625
2560,1096,420,2.625
1520,720,320,2
2248,1080,440,2.75
1520,720,320,2
2376,1080,540,3.375
1520,720,360,2.25
2560,1600,532,3.325
2652,1200,600,3.75
2340,1080,440,2.75
2240,1080,408,2.55
1436,880,360,2.25
2248,1080,440,2.75
1920,1080,480,3
2400,1080,467,2.91875
2248,1080,374,2.3375
1528,720,320,2
2340,1080,320,2
2000,1200,320,2
2400,1080,440,2.75
2560,1440,640,4
2280,1080,420,2.625
2460,1080,420,2.625
2400,1080,480,3
1560,720,408,2.55
2640,1080,540,3.375
2000,1200,480,3
1920,1080,480,3
2160,1080,480,3
2400,1080,500,3.125
1599,1275,360,2.25
2280,1080,420,2.625
2560,1096,356,2.2250001
1080,2340,480,3
2560,1096,420,2.625
2960,1848,320,2
2400,1080,340,2.125
1600,720,320,2
2400,1080,450,2.8125
2376,1080,480,3
1148,2480,480,3
2400,1080,480,3
720,1520,320,2
1960,840,420,2.625
2340,1080,540,3.375
2400,1080,492,3.075
2376,1152,576,3.6000001
2198,1080,440,2.75
2400,1080,345,2.15625
1920,1200,300,1.875
2400,1080,480,3
1920,1080,420,2.625
2400,1080,440,2.75
2000,1200,320,2
1600,900,320,2
2340,1080,480,3
1280,720,240,1.5
1600,900,240,1.5
2340,1080,490,3.0625
1920,1080,420,2.625
1280,720,240,1.5
1280,720,240,1.5
2400,1080,446,2.7875001
2400,1080,408,2.55
2560,1440,560,3.5
2400,1080,408,2.55
2340,1080,420,2.625
2408,1080,480,3
3200,1440,560,3.5
2340,1080,352,2.2
2400,1080,440,2.75
1280,720,320,2
2289,840,420,2.625
1560,720,320,2
2560,1440,560,3.5
2280,1080,540,3.375
1080,2400,480,3
1920,1080,431,2.6937501
2312,1080,408,2.55
2260,1080,440,2.75
2460,1080,446,2.7875001
1920,1080,320,2
1920,1080,480,3
1600,900,300,1.875
1640,720,320,2
2412,1080,480,3
2340,1080,440,2.75
1520,720,256,1.6
1600,720,320,2
1920,1080,720,4.5
1560,720,320,2
1080,2400,440,2.75
1920,1080,480,3
1440,720,320,2
2400,1080,446,2.7875001
1280,720,320,2
1600,720,320,2
1560,720,293,1.8312501
1920,1080,420,2.625
2400,1080,432,2.7
3120,1440,527,3.29375
2246,1080,480,3
2340,1080,461,2.8812501
2400,1080,540,3.375
1920,1200,360,2.25
2340,1080,540,3.375
2772,1288,672,4.2000003
1280,720,320,2
1792,1920,440,2.75
2376,1080,480,3
854,480,240,1.5
1600,720,320,2
1920,1080,480,3
2160,1080,440,2.75
1280,720,320,2
2248,1080,454,2.8375
2520,1080,420,2.625
2400,1080,421,2.6312501
2142,876,438,2.7375
2880,1440,538,3.3625
1640,720,306,1.9125
2340,1080,440,2.75
2340,1080,461,2.8812501
1080,2400,480,3
2400,1080,480,3
2408,1080,510,3.1875
1544,720,261,1.63125
1600,720,320,2
1920,1200,480,3
2880,1440,612,3.825
2340,1080,461,2.8812501
2400,1080,446,2.7875001
2412,1080,380,2.375
1280,720,320,2
2244,1080,540,3.375
2340,1080,421,2.6312501
2280,1080,360,2.25
1440,720,360,2.25
1920,1080,375,2.34375
2412,1080,540,3.375
2520,1080,420,2.625
2400,1080,360,2.25
1280,800,248,1.5500001
1920,1080,440,2.75
2208,1768,420,2.625
1280,720,320,2
2260,1080,461,2.8812501
2400,1080,375,2.34375
1280,720,320,2
1280,720,320,2
3040,1440,720,4.5
1280,720,320,2
1280,720,320,2
2400,1080,444,2.775
2560,1440,420,2.625
1280,720,320,2
1560,720,320,2
2400,1080,436,2.7250001
2160,1080,440,2.75
1280,720,320,2
1280,720,320,2
2280,1080,540,3.375
2340,1080,480,3
1280,720,320,2
1280,720,320,2
1280,720,320,2
1280,720,320,2
1560,720,320,2
1920,1200,272,1.7
2340,1080,440,2.75
2220,1080,440,2.75
2400,1080,480,3
1920,1080,640,4
1200,990,426,2.6625001
1520,720,320,2
2400,1080,446,2.7875001
2340,1080,420,2.625
1920,1080,280,1.75
1080,2246,480,3
2412,1080,480,3
1440,720,320,2
1280,720,320,2
2700,1160,580,3.625
1280,720,320,2
2340,1080,440,2.75
1440,720,360,2.25
2376,1080,480,3
2340,1080,419,2.61875
1520,720,320,2
1280,720,320,2
2460,1080,446,2.7875001
1920,1080,408,2.55
1920,1080,420,2.625
2772,1288,560,3.5
1280,720,320,2
1280,720,320,2
2676,1236,568,3.55
1800,1080,480,3
2880,1440,560,3.5
2340,1080,420,2.625
1920,1080,480,3
2400,1080,450,2.8125
2400,1080,450,2.8125
1280,720,320,2
2160,1080,440,2.75
1600,900,320,2
1600,900,300,1.875
2400,1080,540,3.375
1280,720,240,1.5
2400,1080,452,2.825
1560,720,295,1.84375
2560,1600,320,2
2400,1080,420,2.625
1280,720,320,2
1280,720,320,2
1280,720,320,2
1280,720,320,2
2400,1080,408,2.55
2400,1080,480,3
1920,1080,440,2.75
2340,1080,408,2.55
1560,720,360,2.25
2340,1080,493,3.08125
1600,720,320,2
2560,1080,480,3
2400,1080,440,2.75
2480,1148,574,3.5875
3120,1440,560,3.5
2400,1080,480,3
1920,1200,306,1.9125
1560,720,320,2
1280,720,320,2
1280,720,320,2
1280,720,320,2
1280,720,320,2
3168,1440,500,3.125
3040,1440,680,4.25
2480,2200,520,3.25
1440,720,272,1.7
2560,1096,356,2.2250001
2316,1080,354,2.2125
1280,800,160,1
2400,1080,384,2.4
1560,720,272,1.7
2340,1080,420,2.625
1280,720,360,2.25
1920,1200,420,2.625
2340,1080,480,3
1080,2244,480,3
2400,1080,480,3
1280,800,240,1.5
1972,988,440,2.75
1280,720,320,2
1280,720,320,2
1280,720,320,2
3040,1440,522,3.2625
1280,720,320,2
1280,720,320,2
1792,1920,420,2.625
2400,1080,433,2.70625
1536,2048,426,2.6625001
1520,720,336,2.1000001
2340,1080,480,3
1600,720,320,2
1440,720,320,2
2400,1080,440,2.75
1920,1080,480,3
1280,720,320,2
1280,720,320,2
2048,1536,320,2
2160,1080,408,2.55
2400,1080,480,3
2560,1600,420,2.625
960,540,240,1.5
1280,720,320,2
1280,720,320,2
1280,720,320,2
1280,720,320,2
1280,720,320,2
1280,720,320,2
2340,1080,440,2.75
2412,1080,480,3
1920,1080,480,3
3120,1440,612,3.825
2332,1080,540,3.375
1920,1080,480,3
2560,1600,466,2.9125001
1920,1080,480,3
2340,1080,540,3.375
2340,1080,440,2.75
1528,720,320,2
2400,1080,400,2.5
2400,1080,408,2.55
1920,1080,440,2.75
1280,720,320,2
1280,720,320,2
1600,900,320,2
1560,720,360,2.25
1920,1080,480,3
1599,1275,360,2.25
1280,720,320,2
1280,720,240,1.5
1280,720,240,1.5
1600,720,272,1.7
2400,1080,540,3.375
1280,720,320,2
2340,1080,440,2.75
2400,1080,440,2.75
1600,720,272,1.7
2376,1080,420,2.625
1500,720,360,2.25
2168,1080,420,2.625
1920,1080,480,3
1440,720,320,2
2340,1080,420,2.625
2280,1080,408,2.55
2442,1122,477,2.98125
1520,720,320,2
1920,1080,480,3
1080,1920,440,2.75
1280,720,320,2
3168,1440,640,4
1440,720,320,2
2388,1080,540,3.375
1280,720,320,2
1280,720,320,2
1280,720,320,2
2208,1768,540,3.375
3200,1440,600,3.75
2204,1440,560,3.5
1280,720,360,2.25
3200,1440,560,3.5
1280,720,320,2
2310,1080,408,2.55
1280,720,320,2
1920,1080,332,2.075
2340,1080,420,2.625
2960,1440,560,3.5
3040,1440,560,3.5
2880,1440,560,3.5
3120,1440,576,3.6000001
1440,720,320,2
2340,1080,440,2.75
2340,1080,490,3.0625
800,480,160,1
2376,1080,408,2.55
1600,1271,466,2.9125001
1280,800,213,1.3312501
1080,2340,440,2.75
2560,1440,640,4
1280,720,320,2
720,1600,320,2
1280,720,320,2
1280,720,320,2
2400,1080,440,2.75
2256,1008,440,2.75
1560,720,360,2.25
2220,1080,510,3.1875
2400,1080,480,3
1920,1080,480,3
2340,1080,480,3
1920,1080,480,3
1280,720,320,2
2388,1080,408,2.55
2400,1080,480,3
1280,720,320,2
1280,720,320,2
1280,720,320,2
1280,720,320,2
1920,1080,480,3
2248,1080,392,2.45
2340,1080,345,2.15625
2400,1080,400,2.5
2160,1080,480,3
3120,1440,640,4
3040,1440,640,4
1920,1200,240,1.5
1920,1200,426,2.6625001
3216,1440,680,4.25
2400,1080,401,2.5062501
2400,1080,440,2.75
2048,1536,420,2.625
2248,1080,352,2.2
1520,720,360,2.25
2280,1080,510,3.1875
2376,1080,480,3
1560,720,336,2.1000001
1600,720,320,2
3120,1440,650,4.0625
1920,1080,480,3
2400,1080,411,2.5687501
3200,1440,560,3.5
1440,720,360,2.25
960,540,240,1.5
1280,720,320,2
1920,1080,540,3.375
2560,1440,640,4
1280,720,320,2
2220,1080,480,3
2400,1080,400,2.5
1280,720,320,2
2248,1080,408,2.55
1920,1080,480,3
2376,1104,528,3.3
1600,720,272,1.7
3216,1440,500,3.125
3216,1440,680,4.25
1280,720,320,2
1024,600,160,1
2340,1080,440,2.75
2246,1080,480,3
2310,1080,480,3
1520,720,280,1.75
2312,1080,480,3
1560,720,320,2
2400,1080,420,2.625
2560,1440,640,4
960,540,240,1.5
2340,1080,480,3
960,540,240,1.5
2400,1080,450,2.8125
2160,1080,420,2.625
1600,720,360,2.25
854,480,240,1.5
2400,1080,420,2.625
2400,1080,450,2.8125
2208,1768,360,2.25
2310,1080,408,2.55
1024,768,160,1
1549,1080,440,2.75
1280,720,320,2
1440,576,296,1.85
2340,1080,408,2.55
2280,1080,436,2.7250001
2376,1080,480,3
1920,1080,480,3
2400,1080,540,3.375
2400,1080,480,3
3200,1440,640,4
2400,1080,400,2.5
2376,1080,480,3
1080,2280,540,3.375
2220,1080,540,3.375
2312,1080,480,3
2340,1080,480,3
2460,1080,540,3.375
2560,1440,410,2.5625
2220,1080,540,3.375
2400,1080,446,2.7875001
1920,1200,272,1.7
1280,720,320,2
1280,720,320,2
1920,1080,480,3
1280,720,320,2
2400,1080,440,2.75
1280,720,320,2
1280,720,320,2
3040,1440,612,3.825
1920,1080,480,3
2636,1080,480,3
2340,1080,408,2.55
2560,1440,720,4.5
2340,1080,440,2.75
2560,1096,462,2.8875
3200,1440,600,3.75
854,480,240,1.5
2244,1080,540,3.375
1280,720,320,2
2700,1160,442,2.7625
854,480,240,1.5
1520,720,320,2
2289,840,420,2.625
3120,1440,538,3.3625
2340,1080,420,2.625
1920,1080,480,3
1560,720,360,2.25
2400,1080,440,2.75
2652,1200,442,2.7625
2000,1200,240,1.5
2400,1080,401,2.5062501
2400,1080,480,3
2340,1080,345,2.15625
2280,1080,540,3.375
2790,1188,520,3.25
1280,720,272,1.7
2400,1080,440,2.75
2560,1440,640,4
1920,1200,320,2
1440,720,320,2
1600,720,320,2
2340,1080,440,2.75
2400,1080,523,3.26875
2400,1128,480,3
2232,1080,454,2.8375
2408,1080,480,3
2460,1080,400,2.5
1920,1080,480,3
1280,800,240,1.5
2408,1080,480,3
2560,1440,720,4.5
2340,1080,540,3.375
2158,1080,440,2.75
960,540,160,1
2400,1080,352,2.2
1178,480,240,1.5
1920,1080,420,2.625
2340,1080,480,3
2400,1080,440,2.75
2340,1080,440,2.75
2340,1080,411,2.5687501
2400,1080,440,2.75
2664,1224,560,3.5
3200,1440,560,3.5
2376,1104,408,2.55
1920,1080,420,2.625
2700,1224,540,3.375
1920,1080,480,3
2400,1080,480,3
2676,1236,520,3.25
3120,1440,490,3.0625
1350,1077,240,1.5
1560,720,540,3.375
1560,720,360,2.25
2400,1080,480,3
640,320,160,1
2400,1080,401,2.5062501
2560,1440,720,4.5
2280,1080,432,2.7
2280,1080,480,3
2340,1080,480,3
2340,1080,480,3
1600,1271,466,2.9125001
2400,1080,450,2.8125
2208,1768,480,3
2280,1080,540,3.375
2400,1080,540,3.375
2400,1080,492,3.075
2560,1600,320,2
2160,1080,440,2.75
2160,1080,440,2.75
1560,720,320,2
2400,1080,461,2.8812501
2400,1080,432,2.7
1920,1080,480,3
3040,1440,560,3.5
1600,720,320,2
2400,1080,540,3.375
1600,720,320,2
2160,1080,420,2.625
1280,720,240,1.5
3120,1440,500,3.125
1520,720,320,2
1280,720,320,2
1280,720,320,2
1280,720,320,2
1280,720,320,2
2520,1080,500,3.125
1280,720,320,2
1280,720,320,2
2400,1080,480,3
1972,988,420,2.625
1280,720,320,2
1280,720,320,2
1280,720,320,2
1280,720,320,2
3120,1440,560,3.5
3040,1440,720,4.5
1280,720,320,2
2160,1080,440,2.75
2560,1600,377,2.35625
1520,720,320,2
1014,480,240,1.5
1280,720,320,2
2408,1080,480,3
2160,1080,440,2.75
1560,720,480,3
1920,1080,480,3
1280,720,320,2
1280,720,320,2
2248,1080,345,2.15625
1280,720,320,2
2340,1080,440,2.75
1920,1080,440,2.75
1280,720,320,2
1280,720,320,2
2248,1080,440,2.75
2340,1080,384,2.4
3200,1440,544,3.4
1280,720,320,2
1280,720,320,2
1280,720,320,2
1280,720,320,2
2400,1080,420,2.625
1280,720,320,2
2340,1080,420,2.625
2700,1228,540,3.375
2248,1080,352,2.2
1734,810,405,2.53125
2340,1080,432,2.7
2560,1600,284,1.775
2220,1080,420,2.625
3216,1440,500,3.125
3120,1440,560,3.5
2636,1080,420,2.625
2316,1080,480,3
2400,1080,480,3
2340,1080,540,3.375
1920,1080,480,3
2400,1080,480,3
2340,1080,374,2.3375
2400,1080,480,3
2400,1080,480,3
1280,720,320,2
1920,1080,420,2.625
2310,1080,345,2.15625
2160,1080,440,2.75
2412,1080,450,2.8125
2560,1096,356,2.2250001
2960,1440,600,3.75
1612,720,320,2
2640,1200,505,3.15625
1280,720,320,2
1280,720,320,2
1280,720,320,2
2160,1080,446,2.7875001
1480,720,300,1.875
1280,720,320,2
2460,1080,540,3.375
1280,720,320,2
2220,1080,420,2.625
2340,1080,360,2.25
1280,720,320,2
1280,720,320,2
3200,1440,640,4
2636,1080,480,3
2400,1080,450,2.8125
2412,1080,480,3
1600,720,320,2
2244,1080,480,3
1600,1273,340,2.125
1280,800,210,1.3125
1947,1200,520,3.25
1920,1080,480,3
960,540,240,1.5
1280,800,203,1.2687501
2400,1080,408,2.55
2340,1080,540,3.375
3200,1440,680,4.25
2560,1440,640,4
1080,1920,160,1
1920,1080,480,3
1016,480,240,1.5
1920,1080,480,3
2340,1080,440,2.75
1280,720,320,2
2676,1236,618,3.8625
3040,1440,560,3.5
2289,840,360,2.25
1920,1080,420,2.625
2400,1080,443,2.76875
2340,1080,480,3
3216,1440,640,4
2408,1080,440,2.75
1440,720,320,2
1104,2376,480,3
1920,1080,480,3
2400,1080,540,3.375
2412,1080,480,3
1080,2340,480,3
2340,1080,420,2.625
1600,720,300,1.875
1280,720,320,2
2700,1228,540,3.375
1600,720,360,2.25
1920,1080,480,3
1560,720,320,2
2340,1080,332,2.075
1600,720,320,2
2560,1600,320,2
2400,1080,420,2.625
2280,1080,440,2.75
1520,720,336,2.1000001
2400,1080,446,2.7875001
2400,1080,408,2.55
2400,1080,420,2.625
2248,1080,440,2.75
2160,1080,382,2.3875
2160,1080,440,2.75
2400,1080,510,3.1875
2480,2200,442,2.7625
3040,1440,476,2.9750001
2652,1200,600,3.75
1600,720,320,2
1920,1200,320,2
2700,1228,540,3.375
2280,1080,360,2.25
1600,720,320,2
2280,1080,440,2.75
1767,1236,520,3.25
1600,720,360,2.25
2400,1080,480,3
1600,720,320,2
2280,1080,540,3.375
3040,1440,612,3.825
1280,720,320,2
1280,720,320,2
2560,1600,360,2.25
2400,1080,345,2.15625
1600,1277,320,2
2880,1440,560,3.5
2412,1080,480,3
2160,1080,540,3.375
960,540,240,1.5
2400,1080,408,2.55
1600,720,320,2
2412,1080,510,3.1875
2376,1080,480,3
1920,1080,480,3
3168,1440,680,4.25
1280,720,320,2
3216,1440,640,4
2400,1080,480,3
1920,1080,440,2.75
2340,1080,356,2.2250001
2400,1080,480,3
2340,1080,360,2.25
2400,1080,440,2.75
2244,1080,480,3
1754,1080,480,3
2340,1080,440,2.75
1920,1200,480,3
2400,1080,420,2.625
2400,1080,480,3
2160,1080,454,2.8375
3200,1440,560,3.5
1600,900,240,1.5
2400,1080,480,3
2408,1080,480,3
2408,1080,480,3
2400,1080,480,3
1440,720,320,2
2152,1536,420,2.625
2376,1080,480,3
1920,1080,480,3
2880,1440,560,3.5
2700,1228,614,3.8375
2400,1080,384,2.4
2400,1080,453,2.83125
1920,1080,480,3
1080,2400,480,3
1440,720,360,2.25
1440,720,408,2.55
2408,1080,480,3
2412,1080,540,3.375
1560,720,360,2.25
2400,1080,440,2.75
2560,1600,400,2.5
1024,600,160,1
2400,1080,540,3.375
2376,1080,480,3
3040,1440,640,4
2160,1080,440,2.75
2400,1080,440,2.75
1280,720,360,2.25
2400,1080,480,3
2400,1080,454,2.8375
2400,1080,480,3
1280,720,320,2
2340,1080,540,3.375
2158,1080,440,2.75
2340,1080,389,2.43125
2340,1080,384,2.4
1280,800,240,1.5
2220,1080,480,3
2400,1080,461,2.8812501
2560,1096,462,2.8875
1520,720,360,2.25
2289,840,360,2.25
1600,720,320,2
1920,1080,480,3
2340,1080,434,2.7125
1920,1200,372,2.325
1920,1200,320,2
1280,800,266,1.6625
832,1440,160,1
2400,1080,480,3
2400,1080,420,2.625
2340,1080,480,3
2400,1080,525,3.28125
3200,1440,640,4
960,540,160,1
960,540,160,1
854,480,240,1.5
2400,1080,420,2.625
1920,1080,408,2.55
2652,1200,520,3.25
2400,1080,411,2.5687501
1600,720,320,2
2160,1080,490,3.0625
3120,1440,630,3.9375
1440,720,272,1.7
2340,1080,480,3
2248,1080,345,2.15625
2560,1600,340,2.125
2310,1080,540,3.375
1600,720,360,2.25
2340,1080,345,2.15625
3216,1440,720,4.5
2560,1440,560,3.5
2400,1080,480,3
2160,1080,480,3
2340,1080,440,2.75
2340,1080,420,2.625
1920,1080,480,3
1280,720,320,2
2280,1080,450,2.8125
3088,1440,560,3.5
2400,1080,480,3
3168,1440,560,3.5
2400,1080,540,3.375
1600,720,360,2.25
2340,1080,440,2.75
1920,1080,408,2.55
1080,2400,440,2.75
1600,900,240,1.5
2400,1080,432,2.7
1600,1268,480,3
2400,1080,480,3
1600,720,320,2
3168,1440,560,3.5
2340,1080,440,2.75
2400,1080,440,2.75
2560,1096,420,2.625
1920,1080,426,2.6625001
1600,720,320,2
1440,720,320,2
2160,1080,480,3
2340,1080,480,3
1600,720,320,2
2400,1080,480,3
1920,1080,480,3
1560,720,280,1.75
2880,1440,500,3.125
2560,1440,720,4.5
2400,1080,480,3
1920,1080,480,3
2520,1080,420,2.625
2412,1080,408,2.55
960,480,240,1.5
1080,1920,240,1.5
2316,1080,480,3
2460,1080,492,3.075
2400,1080,540,3.375
2220,1080,480,3
3200,1440,588,3.675
2400,1080,540,3.375
2160,1080,440,2.75
2160,1080,440,2.75
2340,1080,480,3
2460,1080,480,3
1080,2340,440,2.75
854,480,240,1.5
1920,1080,420,2.625
2400,1080,440,2.75
2412,1080,510,3.1875
2400,1080,440,2.75
2400,1080,432,2.7
2400,1080,420,2.625
1920,1080,480,3
1600,720,272,1.7
1600,720,272,1.7
1280,800,186,1.1625
1600,720,272,1.7
1600,720,272,1.7
2400,1080,450,2.8125
2400,1080,480,3
2640,1080,420,2.625
2248,1080,421,2.6312501
1600,720,360,2.25
2400,1080,454,2.8375
2960,1440,560,3.5
2272,1984,480,3
2412,1080,454,2.8375
2560,1080,480,3
2560,1600,600,3.75
1600,720,320,2
1520,720,320,2
3200,1440,560,3.5
2340,1080,468,2.925
1920,1080,360,2.25
2158,1080,440,2.75
3200,1440,480,3
1280,720,320,2
1520,720,320,2
720,1600,272,1.7
1520,720,320,2
720,1520,320,2
2316,1080,420,2.625
1600,720,320,2
1600,720,320,2
1920,1200,360,2.25
3200,1440,640,4
2400,1080,440,2.75
1920,1080,420,2.625
2520,1080,420,2.625
1480,720,277,1.73125
2400,1080,480,3
1440,720,320,2
2208,1768,420,2.625
1640,720,320,2
2400,1080,446,2.7875001
2400,1080,420,2.625
1480,720,280,1.75
2520,1080,460,2.875
800,1280,213,1.3312501
3216,1440,560,3.5
1280,720,320,2
1600,720,280,1.75
2340,1080,440,2.75
2340,1080,480,3
2400,1080,480,3
1920,1080,480,3
2326,840,420,2.625
1920,1080,480,3
1655,1080,440,2.75
2400,1080,440,2.75
1920,1080,400,2.5
2448,1080,356,2.2250001
2700,1228,614,3.8375
2400,1080,352,2.2
2280,1080,450,2.8125
1920,1080,384,2.4
2400,1080,540,3.375
2400,1080,480,3
2400,1080,352,2.2
2316,1080,540,3.375
2400,1080,450,2.8125
1280,720,320,2
2160,1080,440,2.75
1600,720,320,2
2520,1080,422,2.6375
2790,1188,520,3.25
1280,800,160,1
2616,960,480,3
2676,1236,442,2.7625
1200,720,320,2
800,480,160,1
2280,1080,450,2.8125
2400,1080,480,3
2448,1080,356,2.2250001
2400,1080,480,3
1280,800,210,1.3125
2460,1080,446,2.7875001
2000,1600,400,2.5
1920,1080,480,3
1520,720,320,2
2400,1080,540,3.375
2160,1080,356,2.2250001
1280,720,320,2
1440,720,360,2.25
3216,1440,640,4
2560,1096,420,2.625
2376,1104,408,2.55
1200,997,240,1.5
3120,1440,640,4
2400,1080,408,2.55
2560,1096,420,2.625
3120,1440,720,4.5
2520,1080,408,2.55
2412,1080,480,3
2280,1080,420,2.625
1560,720,272,1.7
2244,1080,480,3
2560,1600,600,3.75
1280,720,320,2
2160,1080,461,2.8812501
3040,1440,666,4.1625
1520,720,320,2
2400,1080,408,2.55
2244,1080,384,2.4
2340,1080,461,2.8812501
2460,1080,420,2.625
2772,1288,476,2.9750001
2340,1080,462,2.8875
1560,720,360,2.25
1199,990,372,2.325
1600,720,320,2
1600,1273,340,2.125
2400,1080,437,2.73125
2400,1080,314,1.9625
720,1280,320,2
2280,1080,480,3
1920,1080,450,2.8125
2248,1080,440,2.75
1920,1080,540,3.375
2340,1080,480,3
1560,720,360,2.25
2340,1080,450,2.8125
2280,1080,420,2.625
2340,1080,437,2.73125
1600,720,300,1.875
1640,720,280,1.75
1920,1080,480,3
2340,1080,480,3
2400,1080,400,2.5
3216,1440,500,3.125
2520,1080,420,2.625
2289,840,420,2.625
1920,1080,480,3
2289,840,420,2.625
2240,1080,540,3.375
2340,1080,440,2.75
2636,1080,480,3
2400,1080,480,3
2248,1080,461,2.8812501
2400,1080,540,3.375
2400,1080,420,2.625
1080,2340,540,3.375
1600,720,280,1.75
1480,720,320,2
1600,720,320,2
2400,1080,492,3.075
854,480,240,1.5
2340,1080,461,2.8812501
1440,720,320,2
2460,1080,400,2.5
1280,720,272,1.7
3840,1644,643,4.01875
2400,1080,411,2.5687501
1920,1080,480,3
2400,1080,467,2.91875
2340,1080,440,2.75
2160,1080,480,3
2340,1080,480,3
2408,1080,480,3
1440,720,320,2
2400,1080,360,2.25
2400,1080,540,3.375
2400,1080,461,2.8812501
2160,1080,461,2.8812501
2340,1080,440,2.75
2400,1080,450,2.8125
2412,1080,510,3.1875
1600,720,320,2
2400,1080,420,2.625
2400,1080,359,2.24375
2160,1080,374,2.3375
2640,1200,480,3
2412,1080,380,2.375
2400,1080,540,3.375
1920,1080,480,3
2560,1600,320,2
2400,1080,461,2.8812501
1600,720,320,2
2340,1080,440,2.75
1080,2408,480,3
3120,1440,411,2.5687501
2400,1080,416,2.6000001
1280,800,160,1
2048,1536,320,2
1600,720,360,2.25
2208,1768,420,2.625
3120,1440,560,3.5
2160,1080,420,2.625
1600,720,272,1.7
2400,1080,440,2.75
2960,1440,720,4.5
1600,720,300,1.875
2340,1080,480,3
1560,720,540,3.375
1600,720,320,2
2312,1080,540,3.375
1080,2400,480,3
1080,2376,408,2.55
2340,1080,440,2.75
2408,1080,360,2.25
1920,1200,240,1.5
2340,1080,452,2.825
2408,1080,375,2.34375
2400,1080,450,2.8125
3216,1440,640,4
2400,1080,440,2.75
2152,1536,420,2.625
3200,1440,640,4
2340,1080,540,3.375
2208,1768,420,2.625
2376,1152,480,3
854,480,240,1.5
2289,840,360,2.25
2400,1080,440,2.75
2400,1080,440,2.75
2400,1080,440,2.75
2280,1080,480,3
2048,1536,320,2
1920,1080,440,2.75
2400,1176,470,2.9375
1080,2248,440,2.75
2340,1080,440,2.75
2400,1080,480,3
1920,1080,480,3
1800,1080,480,3
2340,1080,410,2.5625
1920,1080,420,2.625
2376,1080,480,3
2400,1080,480,3
2340,1080,420,2.625
2560,1096,548,3.425
1520,720,256,1.6
2280,1080,420,2.625
854,480,240,1.5
2340,1080,440,2.75
1718,1200,520,3.25
1440,720,320,2
2280,1080,420,2.625
3120,1440,550,3.4375
1340,800,213,1.3312501
2340,1080,400,2.5
3216,1440,560,3.5
2340,1080,419,2.61875
2408,1080,440,2.75
3040,1440,560,3.5
1280,720,320,2
2400,1080,454,2.8375
2400,1080,540,3.375
1200,988,480,3
2340,1080,480,3
2244,1080,345,2.15625
1540,720,408,2.55
3200,1440,560,3.5
1600,720,360,2.25
2340,1080,486,3.0375001
3040,1440,640,4
1280,800,210,1.3125
1560,720,360,2.25
1920,1080,480,3
2790,1188,594,3.7125
2480,1860,415,2.59375
1080,2400,440,2.75
1600,720,320,2
2160,1080,440,2.75
1920,1080,440,2.75
2340,1080,440,2.75
1280,800,160,1
2460,1080,400,2.5
2520,1080,480,3
2636,1080,480,3
1600,1268,600,3.75
3040,1440,600,3.75
1600,720,340,2.125
2560,1440,560,3.5
3040,1440,640,4
2636,1080,480,3
1920,1080,480,3
2208,1768,480,3
1600,900,320,2
1920,1200,320,2
2640,880,415,2.59375
1520,720,360,2.25
1280,720,320,2
1080,1920,480,3
1600,720,336,2.1000001
1920,1080,213,1.3312501
1480,720,275,1.71875
2400,1080,480,3
1562,1080,440,2.75
2280,1080,420,2.625
2280,1080,420,2.625
1600,720,320,2
2400,1080,450,2.8125
2400,1080,408,2.55
2160,1080,366,2.2875001
2340,1080,480,3
2408,1080,450,2.8125
2400,1080,492,3.075
2280,1080,411,2.5687501
2340,1080,440,2.75
2408,1080,375,2.34375
1600,720,320,2
2400,1080,375,2.34375
3200,1440,560,3.5
1612,720,360,2.25
2400,1080,420,2.625
2400,1080,493,3.08125
2400,1080,411,2.5687501
2460,1080,480,3
2340,1080,440,2.75
1560,720,320,2
3200,1440,560,3.5
3040,1440,560,3.5
2000,1200,320,2
2400,1080,314,1.9625
2400,1080,540,3.375
2560,1600,360,2.25
1600,720,306,1.9125
2560,1440,640,4
2220,1080,440,2.75
2264,1080,440,2.75
1920,1080,420,2.625
2400,1080,420,2.625
2560,1600,320,2
1612,720,320,2
2400,1080,540,3.375
2616,960,480,3
1600,720,320,2
2340,1080,440,2.75
2376,1080,480,3
1280,720,320,2
1280,720,320,2
2220,1080,540,3.375
2400,1080,420,2.625
2000,1200,320,2
