screen_height,screen_width,screen_density_dpi,screen_density
3040,1440,560,3.5
2460,1080,420,2.625
2160,1080,400,2.5
2960,1440,720,4.5
2160,1080,540,3.375
2772,1344,616,3.8500001
1480,720,358,2.2375
2280,1080,440,2.75
2400,1080,420,2.625
2400,1080,450,2.8125
2460,1080,420,2.625
3120,1440,640,4
1920,1080,460,2.875
2280,1080,420,2.625
1080,2400,480,3
1560,720,320,2
1080,2340,480,3
1600,900,240,1.5
2160,1080,440,2.75
2340,1080,440,2.75
1920,1080,544,3.4
3200,1440,600,3.75
3040,1440,640,4
1560,720,320,2
1080,2400,480,3
960,480,240,1.5
2340,1080,440,2.75
2560,1440,640,4
2260,1080,440,2.75
2340,1080,420,2.625
1600,900,320,2
2340,1080,440,2.75
1600,1272,400,2.5
1080,2340,480,3
2400,1080,461,2.8812501
1440,720,320,2
2400,1080,450,2.8125
2340,1080,480,3
1600,720,320,2
2142,876,360,2.25
1920,1200,320,2
1600,720,320,2
2158,1080,440,2.75
2340,1080,440,2.75
2400,1080,354,2.2125
2310,1080,440,2.75
2160,1080,352,2.2
2268,1080,440,2.75
2160,1080,480,3
2160,1080,440,2.75
1440,648,240,1.5
2160,1080,480,3
2248,1080,440,2.75
2220,1080,480,3
2160,1080,440,2.75
1440,720,360,2.25
960,480,240,1.5
1560,720,320,2
1493,720,320,2
1600,720,320,2
2400,1080,480,3
1280,720,320,2
2520,1080,420,2.625
2340,1080,411,2.5687501
1080,2340,480,3
1280,720,240,1.5
1920,1080,408,2.55
2280,1080,420,2.625
2376,1104,480,3
2146,920,460,2.875
2160,1080,440,2.75
1080,2340,480,3
2160,1080,440,2.75
1280,720,293,1.8312501
2340,1080,366,2.2875001
1440,720,320,2
2400,1080,440,2.75
1280,720,320,2
2280,1080,420,2.625
2400,1080,400,2.5
1520,720,320,2
1920,1080,480,3
2160,1080,460,2.875
2400,1080,510,3.1875
1920,1080,480,3
2400,1080,480,3
1760,800,400,2.5
2376,1152,576,3.6000001
1920,1080,480,3
2560,1600,408,2.55
1920,1080,480,3
3040,1440,560,3.5
1920,1080,440,2.75
1280,800,213,1.3312501
2400,1080,432,2.7
1080,2340,480,3
720,1520,320,2
1920,1080,480,3
2248,1080,440,2.75
2400,1080,440,2.75
2316,1080,420,2.625
2400,1080,408,2.55
2160,1080,401,2.5062501
1080,2340,480,3
1920,1080,280,1.75
1280,800,213,1.3312501
1520,720,274,1.7125
2340,1080,480,3
2340,1080,440,2.75
800,480,240,1.5
1440,720,320,2
2400,1080,480,3
1560,720,320,2
1280,720,320,2
2400,1080,480,3
2340,1080,432,2.7
1080,1920,408,2.55
2400,1080,432,2.7
2400,1080,510,3.1875
2340,1080,540,3.375
2160,1080,460,2.875
2400,1080,480,3
2400,1080,408,2.55
2340,1080,458,2.8625
2160,1080,540,3.375
1184,666,240,1.5
2400,1080,440,2.75
2280,1080,440,2.75
1920,1080,320,2
2880,1440,560,3.5
2160,1080,440,2.75
960,540,240,1.5
960,540,240,1.5
960,540,240,1.5
1280,720,320,2
960,540,240,1.5
960,540,240,1.5
2340,1080,480,3
2220,1080,420,2.625
960,540,240,1.5
1920,1280,240,1.5
2340,1080,420,2.625
2340,1080,480,3
1280,720,272,1.7
1600,900,320,2
2340,1080,440,2.75
2340,1080,440,2.75
1506,720,320,2
1080,2340,440,2.75
1200,993,272,1.7
1440,720,320,2
960,540,240,1.5
2400,1080,480,3
2160,1080,440,2.75
1800,1080,480,3
1600,2560,400,2.5
1440,720,293,1.8312501
1920,1080,540,3.375
2258,1080,480,3
2032,1080,480,3
1080,2340,480,3
2280,1080,420,2.625
2560,1440,560,3.5
2560,1440,560,3.5
1600,720,320,2
2340,1080,480,3
1920,1080,480,3
2400,1080,469,2.93125
2280,1080,408,2.55
2400,1080,480,3
1600,900,320,2
1600,720,320,2
1920,1080,480,3
1200,2640,530,3.3125
960,480,240,1.5
640,320,160,1
1200,544,240,1.5
1920,1080,320,2
2340,1080,490,3.0625
1520,720,336,2.1000001
2560,1440,720,4.5
1920,1080,440,2.75
3120,1440,640,4
1560,720,360,2.25
2412,1080,480,3
2312,1080,480,3
1440,720,320,2
1520,720,280,1.75
2340,1080,461,2.8812501
1280,720,320,2
1920,1080,480,3
1920,1080,480,3
2400,1080,352,2.2
2340,1080,408,2.55
720,1600,320,2
2340,1080,473,2.95625
1920,1080,440,2.75
1080,2340,480,3
3047,1440,600,3.75
2340,1080,480,3
2400,1080,480,3
2048,1536,420,2.625
2400,1080,480,3
2400,1080,440,2.75
1560,720,272,1.7
2280,1080,420,2.625
2400,1080,440,2.75
400,400,160,1
2160,1080,480,3
1560,720,320,2
1280,720,320,2
1600,720,320,2
1920,1080,540,3.375
2160,1080,480,3
2340,1080,440,2.75
1560,720,320,2
1280,720,240,1.5
2400,1080,400,2.5
2158,1080,440,2.75
2340,1080,503,3.14375
1920,1080,480,3
1440,720,320,2
2308,1080,440,2.75
3200,1440,720,4.5
2340,1080,480,3
1280,800,249,1.55625
1800,900,360,2.25
1600,720,300,1.875
1560,720,320,2
1280,720,320,2
2400,1080,480,3
2340,1080,408,2.55
2340,1080,440,2.75
2340,1080,374,2.3375
1280,720,320,2
960,480,240,1.5
1560,720,360,2.25
2400,1080,480,3
1560,720,280,1.75
1920,1080,440,2.75
1480,720,305,1.90625
2280,1080,510,3.1875
2208,1768,420,2.625
2340,1080,540,3.375
2400,1080,450,2.8125
2340,1080,454,2.8375
2520,1080,500,3.125
1520,720,320,2
2340,1080,480,3
1280,720,320,2
1560,720,360,2.25
2560,1600,400,2.5
1920,1080,440,2.75
2400,1080,408,2.55
2160,1080,440,2.75
1520,720,320,2
2340,1080,440,2.75
2340,1080,440,2.75
1080,2340,440,2.75
1560,720,320,2
2208,1768,420,2.625
2560,1600,340,2.125
2560,1440,640,4
2340,1080,440,2.75
1080,1920,480,3
1280,720,320,2
1520,720,300,1.875
1280,800,213,1.3312501
2891,1440,560,3.5
2340,1080,480,3
2340,1080,440,2.75
2400,1080,408,2.55
3120,1440,560,3.5
2160,1080,480,3
2289,840,420,2.625
2048,1536,320,2
1920,1080,400,2.5
1280,720,320,2
2160,1080,480,3
2400,1080,378,2.3625
3200,1440,640,4
1520,720,280,1.75
1496,720,272,1.7
1520,720,329,2.05625
2340,1080,461,2.8812501
3040,1440,640,4
1920,1080,480,3
2000,1200,426,2.6625001
1080,2280,480,3
2160,1080,440,2.75
1080,2340,540,3.375
2400,1080,480,3
1280,800,210,1.3125
2400,1080,480,3
1480,720,235,1.46875
1520,720,336,2.1000001
1920,1080,440,2.75
1600,720,320,2
2560,1440,560,3.5
2244,1080,440,2.75
1920,1080,540,3.375
2280,1080,440,2.75
2408,1080,345,2.15625
2340,1080,440,2.75
2400,1080,540,3.375
1920,1080,480,3
1080,2160,480,3
2160,1080,440,2.75
1280,720,320,2
2280,1080,510,3.1875
2340,1080,440,2.75
2340,1080,490,3.0625
2400,1080,467,2.91875
3088,1440,560,3.5
1440,720,360,2.25
1920,1080,544,3.4
2400,1080,440,2.75
2400,1080,540,3.375
1280,800,213,1.3312501
3200,1440,640,4
2560,1440,640,4
2560,1600,408,2.55
2640,1080,480,3
2376,1152,576,3.6000001
1920,1080,480,3
2880,1440,560,3.5
2400,1080,480,3
2340,1080,461,2.8812501
1080,2310,480,3
1920,1080,440,2.75
1600,900,408,2.55
2244,1080,540,3.375
1920,1080,320,2
2400,1080,480,3
2400,1080,384,2.4
2240,1080,480,3
854,480,240,1.5
2460,1080,480,3
2340,1080,420,2.625
3040,1440,560,3.5
1280,800,212,1.325
2400,1080,314,1.9625
1280,720,320,2
2312,1080,480,3
1600,720,272,1.7
1920,1080,440,2.75
2340,1080,480,3
1920,1080,503,3.14375
1020,1920,160,1
2160,1080,440,2.75
1280,720,240,1.5
2160,1080,352,2.2
2400,1080,450,2.8125
2244,1080,490,3.0625
2160,1080,403,2.51875
1600,720,320,2
2560,1600,360,2.25
1280,720,320,2
3120,1440,540,3.375
1560,720,272,1.7
2408,1080,458,2.8625
1520,720,320,2
2000,1200,240,1.5
854,480,240,1.5
2340,1080,480,3
2304,1080,352,2.2
2460,1080,540,3.375
1920,1080,480,3
2248,1080,374,2.3375
1920,1080,480,3
2160,1080,408,2.55
2160,1080,480,3
2000,1200,272,1.7
2340,1080,440,2.75
1600,900,240,1.5
2248,1080,440,2.75
720,1280,160,1
2280,1080,540,3.375
1280,720,320,2
1920,1200,275,1.71875
2772,1288,560,3.5
1520,720,320,2
2400,1080,540,3.375
1920,1080,480,3
2400,1080,480,3
2340,1080,396,2.4750001
1496,720,320,2
2160,1080,440,2.75
1280,720,240,1.5
2340,1080,440,2.75
1560,720,360,2.25
2400,1080,352,2.2
1920,1080,480,3
2340,1080,432,2.7
2400,1080,443,2.76875
2340,1080,440,2.75
1920,1080,480,3
2340,1080,454,2.8375
2248,1080,440,2.75
1080,2160,480,3
1960,840,420,2.625
2310,1080,540,3.375
1520,720,320,2
1600,900,240,1.5
2248,1080,408,2.55
1200,540,240,1.5
2376,1080,480,3
3200,1440,588,3.675
2244,1080,432,2.7
3168,1440,600,3.75
2340,1080,490,3.0625
2400,1080,480,3
2400,1080,440,2.75
3168,1440,680,4.25
2340,1080,440,2.75
2560,1096,462,2.8875
2400,1080,408,2.55
2560,1440,640,4
1200,952,320,2
2340,1080,440,2.75
1920,1080,540,3.375
2340,1080,440,2.75
2160,1080,540,3.375
1080,2340,480,3
2158,1080,408,2.55
1920,1080,480,3
1080,2400,480,3
1560,720,320,2
1920,1080,480,3
1560,720,320,2
1920,1080,440,2.75
1520,720,320,2
2400,1080,480,3
1560,720,272,1.7
1920,1080,540,3.375
1280,800,240,1.5
3120,1440,560,3.5
1920,1280,288,1.8000001
1080,2400,480,3
1014,480,240,1.5
1920,1080,440,2.75
1280,720,320,2
1640,720,320,2
1014,480,240,1.5
2000,1200,480,3
2340,1080,480,3
1600,720,320,2
2400,1080,408,2.55
1600,900,240,1.5
1280,800,160,1
2376,1080,480,3
2340,1080,540,3.375
3120,1440,371,2.3187501
2340,1080,461,2.8812501
1920,1080,460,2.875
2340,1080,440,2.75
1920,1080,480,3
2332,1080,380,2.375
600,1024,160,1
2310,1080,480,3
1080,2400,480,3
2340,1080,480,3
2250,1080,440,2.75
1920,1080,408,2.55
1080,2310,480,3
2160,1080,440,2.75
2560,1096,356,2.2250001
1920,1080,480,3
1920,1080,440,2.75
1920,1080,480,3
1208,720,320,2
2160,1080,480,3
2248,1080,440,2.75
1600,720,320,2
2160,1080,540,3.375
1280,720,320,2
1280,720,320,2
1496,720,272,1.7
2400,1080,440,2.75
2340,1080,540,3.375
1600,720,320,2
2160,1080,440,2.75
1600,720,280,1.75
2256,1080,439,2.74375
2160,1080,440,2.75
1080,2400,440,2.75
1920,1080,375,2.34375
1920,1080,480,3
2340,1080,332,2.075
2240,1080,480,3
2340,1080,440,2.75
1600,720,300,1.875
2376,1152,408,2.55
2340,1080,420,2.625
1600,900,240,1.5
1600,784,392,2.45
2340,1080,440,2.75
1520,720,320,2
1496,720,320,2
1520,720,360,2.25
2000,1200,372,2.325
1560,720,320,2
1480,720,280,1.75
2960,1440,640,4
2960,1440,640,4
1600,900,240,1.5
1600,2560,340,2.125
2160,1080,420,2.625
1920,1080,440,2.75
2400,1080,345,2.15625
1520,720,272,1.7
1560,720,360,2.25
2160,1080,480,3
2400,1080,480,3
1920,1080,480,3
3200,1440,560,3.5
1920,1080,230,1.4375
2280,1080,480,3
2280,1080,480,3
1920,1080,454,2.8375
1280,720,320,2
2160,1080,440,2.75
2676,1236,568,3.55
960,540,160,1
1280,720,266,1.6625
1920,1080,480,3
2560,1096,420,2.625
2400,1080,440,2.75
1280,720,320,2
2400,1080,432,2.7
1920,1080,480,3
2340,1080,352,2.2
2400,1080,480,3
1496,720,272,1.7
2340,1080,480,3
1600,720,272,1.7
1920,1200,320,2
2400,1080,408,2.55
1560,720,320,2
1280,720,320,2
2116,1080,440,2.75
3120,1440,640,4
1280,720,320,2
2340,1080,440,2.75
1600,900,240,1.5
1600,720,280,1.75
1920,1080,480,3
1560,720,320,2
854,480,240,1.5
2048,1536,320,2
2340,1080,432,2.7
2201,1080,480,3
3120,1440,600,3.75
1280,720,240,1.5
1280,720,240,1.5
1280,720,240,1.5
1560,720,360,2.25
1920,1080,420,2.625
1920,1080,480,3
1280,720,284,1.775
2400,1080,352,2.2
2340,1080,480,3
1280,720,320,2
2790,1188,520,3.25
3040,1440,640,4
2340,1080,490,3.0625
1560,720,320,2
2158,1080,440,2.75
1640,720,320,2
2160,1080,420,2.625
1920,1080,540,3.375
2340,1080,540,3.375
2340,1080,440,2.75
2340,1080,540,3.375
1200,653,320,2
1920,1080,540,3.375
2340,1080,400,2.5
1280,720,240,1.5
1280,720,240,1.5
1280,720,240,1.5
1280,720,240,1.5
1280,720,240,1.5
1280,720,240,1.5
1080,1920,480,3
1560,720,280,1.75
2400,1080,437,2.73125
1920,1080,503,3.14375
1520,720,320,2
2340,1080,352,2.2
2340,1080,440,2.75
2244,1080,360,2.25
1280,720,320,2
3200,1440,640,4
1920,1080,440,2.75
1440,720,336,2.1000001
2280,1080,480,3
1600,720,320,2
1920,1200,320,2
1280,720,320,2
2340,1080,352,2.2
1600,720,272,1.7
1080,2244,540,3.375
2283,1080,400,2.5
2400,1080,480,3
2400,1080,480,3
1280,720,240,1.5
1236,2676,520,3.25
2340,1080,540,3.375
1280,720,320,2
1920,1080,480,3
2340,1080,440,2.75
2280,1080,440,2.75
2160,1080,440,2.75
2160,1080,440,2.75
2400,1080,421,2.6312501
1920,1200,371,2.3187501
2340,1080,379,2.36875
2772,1288,476,2.9750001
2400,1080,352,2.2
1920,1080,480,3
2340,1080,440,2.75
2400,1080,426,2.6625001
960,540,240,1.5
2400,1080,420,2.625
2152,1536,420,2.625
1560,720,360,2.25
1920,1080,503,3.14375
2248,1080,440,2.75
2160,1080,480,3
2560,1600,340,2.125
2312,1080,540,3.375
2400,1080,480,3
3200,1440,512,3.2
1600,720,360,2.25
2160,1080,440,2.75
1920,1080,480,3
1920,1080,480,3
1280,720,320,2
1920,1080,400,2.5
2160,1080,440,2.75
1600,720,320,2
2772,1288,616,3.8500001
2772,1344,672,4.2000003
1544,720,300,1.875
2248,1080,540,3.375
2400,1080,480,3
1600,720,300,1.875
2340,1080,400,2.5
1920,1080,420,2.625
1280,720,320,2
2400,1080,408,2.55
2340,1080,480,3
1280,720,320,2
2280,1080,440,2.75
1600,720,320,2
2256,1080,428,2.675
1128,2400,480,3
2244,1080,540,3.375
2560,1440,640,4
1920,1080,480,3
1080,2340,440,2.75
3120,1440,560,3.5
1920,1200,240,1.5
1920,1080,480,3
2340,1080,480,3
2340,1080,540,3.375
1560,720,320,2
2640,880,352,2.2
1280,720,320,2
3120,1440,560,3.5
1280,800,190,1.1875
2160,1080,461,2.8812501
2340,1080,432,2.7
1848,896,373,2.33125
1920,1080,480,3
1920,1080,420,2.625
2160,1080,420,2.625
2340,1080,420,2.625
1920,1080,440,2.75
854,480,240,1.5
1280,720,320,2
2262,1080,440,2.75
2400,1080,438,2.7375
1600,720,280,1.75
1920,1080,480,3
2460,1080,540,3.375
1587,1264,466,2.9125001
2280,1080,450,2.8125
2340,1080,440,2.75
3120,1440,476,2.9750001
1920,1080,480,3
2340,1080,440,2.75
1920,1080,420,2.625
2340,1080,352,2.2
2400,1080,420,2.625
1520,720,320,2
720,1600,320,2
1560,720,320,2
1280,720,320,2
2400,1080,352,2.2
3168,1440,500,3.125
3040,1440,640,4
2400,1080,461,2.8812501
2400,1080,375,2.34375
2340,1080,480,3
2340,1080,384,2.4
1920,1080,440,2.75
1600,720,280,1.75
1520,720,272,1.7
1920,1080,480,3
2160,1080,440,2.75
2312,1080,540,3.375
1280,720,240,1.5
2232,1080,480,3
1080,2160,480,3
1920,1080,560,3.5
2340,1080,450,2.8125
1280,800,210,1.3125
2248,1080,440,2.75
1920,1080,480,3
2400,1080,392,2.45
1920,1080,480,3
1080,1920,540,3.375
1445,765,400,2.5
2340,1080,352,2.2
2400,1080,480,3
2560,1600,600,3.75
2880,1440,544,3.4
3120,1440,560,3.5
2244,1080,480,3
1600,720,274,1.7125
1920,1080,400,2.5
2560,1600,340,2.125
2400,1080,540,3.375
1920,1200,371,2.3187501
2772,1288,616,3.8500001
1080,2340,480,3
2340,1080,408,2.55
2400,1080,420,2.625
2400,1080,480,3
2280,1080,420,2.625
1280,720,320,2
1600,752,272,1.7
1600,720,360,2.25
1560,720,320,2
2340,1080,440,2.75
2340,1080,493,3.08125
1520,720,320,2
2412,1080,480,3
2296,1080,440,2.75
2960,1440,720,4.5
2340,1080,420,2.625
1920,1080,480,3
2280,1080,440,2.75
2400,1080,480,3
2340,1080,420,2.625
2400,1080,540,3.375
3200,1440,640,4
2340,1080,440,2.75
2280,1080,440,2.75
2400,1080,480,3
1280,720,320,2
2772,1344,616,3.8500001
2160,1080,440,2.75
2336,1080,380,2.375
1080,2244,540,3.375
2264,1080,440,2.75
2676,1236,520,3.25
1600,720,320,2
2340,1080,408,2.55
2560,1600,300,1.875
2640,1080,450,2.8125
2448,1080,460,2.875
2248,1080,440,2.75
2400,1080,352,2.2
2340,1080,380,2.375
1600,720,320,2
2256,1080,536,3.3500001
2376,1080,408,2.55
1560,720,320,2
1560,720,320,2
2400,1080,540,3.375
1280,720,320,2
2340,1080,403,2.51875
2340,1080,540,3.375
2340,1080,540,3.375
2340,1080,461,2.8812501
2160,1080,440,2.75
960,480,240,1.5
2400,1128,408,2.55
1600,720,272,1.7
2560,1600,360,2.25
2340,1080,454,2.8375
1440,720,320,2
1520,720,320,2
2220,1080,420,2.625
1080,2340,480,3
2400,1080,446,2.7875001
800,480,190,1.1875
2400,1080,523,3.26875
1920,1080,540,3.375
960,540,160,1
2389,2560,440,2.75
1600,1272,400,2.5
1920,1080,480,3
1560,720,360,2.25
1440,720,480,3
1920,1080,420,2.625
1600,720,320,2
2340,1080,440,2.75
2340,1080,480,3
1560,720,360,2.25
2340,1080,378,2.3625
2340,1080,421,2.6312501
1600,900,240,1.5
1920,1200,320,2
1080,1920,440,2.75
2400,1080,480,3
1560,720,320,2
1080,2310,480,3
1920,1200,272,1.7
2772,1344,616,3.8500001
1620,1080,460,2.875
1280,800,160,1
1560,720,320,2
2340,1080,540,3.375
854,480,240,1.5
2160,1080,400,2.5
3120,1440,560,3.5
2340,1080,408,2.55
2244,1080,440,2.75
2636,1080,540,3.375
1600,720,320,2
2340,1080,480,3
2340,1080,440,2.75
2400,1080,352,2.2
1920,1080,480,3
1920,1080,480,3
2560,1600,600,3.75
2310,1080,480,3
2340,1080,440,2.75
3120,1440,560,3.5
1280,720,320,2
1280,800,213,1.3312501
1280,720,240,1.5
1640,720,272,1.7
2220,1080,420,2.625
2400,1080,454,2.8375
3168,1440,612,3.825
2160,1080,440,2.75
1520,720,320,2
2494,880,440,2.75
2340,1080,440,2.75
1600,900,240,1.5
2480,2200,526,3.2875001
2160,1080,352,2.2
1520,720,280,1.75
2960,1440,640,4
2232,1080,283,1.7687501
2560,1440,640,4
2280,1080,450,2.8125
1920,1080,540,3.375
2158,1080,461,2.8812501
2400,1080,461,2.8812501
1920,1080,480,3
2400,1080,461,2.8812501
2880,1440,720,4.5
2560,1096,420,2.625
2560,1600,480,3
2400,1080,440,2.75
2160,1080,374,2.3375
2160,1080,396,2.4750001
2400,1080,450,2.8125
2340,1080,408,2.55
2160,1080,440,2.75
1280,720,320,2
2198,1080,440,2.75
2340,1080,440,2.75
1080,2400,480,3
2152,1536,460,2.875
2400,1080,480,3
2220,1080,420,2.625
1920,1200,320,2
2640,1200,533,3.33125
1236,2676,520,3.25
1600,720,320,2
2340,1080,480,3
2160,1080,480,3
2340,1080,493,3.08125
2340,1080,324,2.025
1600,720,360,2.25
2340,1080,420,2.625
1920,1080,480,3
1080,2340,480,3
1080,2400,480,3
2160,1080,480,3
2772,1344,616,3.8500001
2340,1080,480,3
2560,1440,640,4
1600,720,320,2
2400,1080,480,3
1920,1080,480,3
2400,1080,480,3
2400,1080,461,2.8812501
1560,720,272,1.7
2400,1080,352,2.2
1480,720,280,1.75
2400,1080,392,2.45
1734,810,405,2.53125
1520,720,320,2
1080,2400,480,3
2460,1080,540,3.375
2310,1080,540,3.375
2280,1080,440,2.75
1440,720,293,1.8312501
2280,1080,420,2.625
2340,1080,420,2.625
1920,1080,480,3
1280,720,266,1.6625
1280,720,320,2
3040,1440,560,3.5
2280,1080,440,2.75
2400,1080,480,3
2400,1080,440,2.75
2400,1080,408,2.55
720,1520,320,2
2208,1768,420,2.625
1920,1080,480,3
2400,1080,454,2.8375
2340,1080,440,2.75
1920,1080,480,3
1280,800,210,1.3125
1440,1920,320,2
1920,1080,480,3
2280,1080,364,2.275
2400,1080,540,3.375
2330,1080,440,2.75
1600,720,267,1.66875
2960,1440,720,4.5
2400,1080,480,3
2560,1440,640,4
2400,1080,480,3
2280,1080,420,2.625
2340,1080,441,2.7562501
2400,1080,480,3
2160,1080,490,3.0625
1280,720,240,1.5
1280,720,240,1.5
1280,720,240,1.5
1280,720,240,1.5
1280,720,240,1.5
1280,720,240,1.5
1280,720,240,1.5
1280,720,240,1.5
1280,720,240,1.5
3120,1440,550,3.4375
1280,720,240,1.5
2160,1080,440,2.75
2560,1440,720,4.5
2400,1080,440,2.75
2220,1080,420,2.625
2340,1080,480,3
1280,720,320,2
720,1600,360,2.25
2246,840,420,2.625
1440,720,272,1.7
2340,1080,440,2.75
2400,1080,473,2.95625
1280,720,320,2
1200,992,320,2
2340,1080,480,3
2158,1080,440,2.75
2158,1080,461,2.8812501
2340,1080,420,2.625
2340,1080,440,2.75
2340,1080,440,2.75
1920,1080,480,3
3216,1440,640,4
1560,720,320,2
2340,1080,480,3
3120,1440,550,3.4375
1080,2340,540,3.375
1560,720,272,1.7
2160,1080,408,2.55
2340,1080,440,2.75
1280,720,240,1.5
1280,720,240,1.5
1280,720,240,1.5
2400,1080,480,3
1280,720,240,1.5
2340,1080,405,2.53125
1920,1080,540,3.375
1280,720,320,2
1280,720,320,2
2560,1096,356,2.2250001
2000,1200,320,2
1080,2340,440,2.75
2340,1080,408,2.55
1920,1080,480,3
2400,1080,440,2.75
1920,1080,480,3
3200,1440,640,4
1560,720,320,2
2340,1080,480,3
2636,1080,480,3
1600,1271,466,2.9125001
2400,1080,480,3
2306,1080,440,2.75
2448,1080,385,2.40625
1440,720,320,2
2400,1080,450,2.8125
1920,1080,480,3
1600,720,320,2
2340,1080,436,2.7250001
2400,1080,461,2.8812501
2248,1080,440,2.75
2400,1080,480,3
2340,1080,440,2.75
1080,2376,480,3
1440,720,320,2
2220,1080,480,3
2160,1080,461,2.8812501
2340,1080,432,2.7
2220,1080,420,2.625
1280,720,320,2
2262,1080,440,2.75
2220,1080,460,2.875
2340,1080,360,2.25
2297,1080,480,3
1280,720,320,2
2960,1440,640,4
2560,1600,408,2.55
2340,1080,540,3.375
2280,1080,440,2.75
1200,952,320,2
2340,1080,440,2.75
2340,1080,440,2.75
2340,1080,462,2.8875
1280,720,320,2
3040,1440,560,3.5
2560,1440,500,3.125
3200,1440,447,2.79375
1280,720,292,1.825
2248,1080,440,2.75
2310,1080,540,3.375
1280,800,213,1.3312501
1280,720,320,2
2220,1080,420,2.625
1792,1920,440,2.75
1280,720,360,2.25
2772,1344,616,3.8500001
3200,1440,560,3.5
1280,720,320,2
1920,1080,440,2.75
1920,1200,426,2.6625001
2264,1080,440,2.75
2280,1080,450,2.8125
3200,1440,588,3.675
2160,1080,440,2.75
2400,1080,421,2.6312501
2340,1080,508,3.175
2560,1096,318,1.9875001
2280,1080,493,3.08125
2280,1080,440,2.75
1440,720,320,2
2772,1344,616,3.8500001
2248,1080,440,2.75
2340,1080,420,2.625
2400,1080,450,2.8125
1920,1080,440,2.75
2160,1080,440,2.75
1600,720,320,2
1920,1200,426,2.6625001
2376,1080,480,3
2400,1080,480,3
2560,1096,420,2.625
2280,1080,510,3.1875
1280,720,320,2
2772,1344,560,3.5
2400,1080,461,2.8812501
2250,1080,440,2.75
1440,720,320,2
1920,1080,408,2.55
1920,1080,480,3
1520,720,320,2
1600,900,240,1.5
1920,1080,480,3
2160,1080,440,2.75
2340,1080,480,3
3088,1440,720,4.5
2160,1080,480,3
2340,1080,440,2.75
3040,1440,560,3.5
1560,720,480,3
1920,1080,480,3
1600,1273,340,2.125
1520,720,272,1.7
1560,720,272,1.7
1440,720,320,2
1600,720,320,2
1600,720,272,1.7
3120,1440,544,3.4
1280,800,249,1.55625
1920,1200,240,1.5
1440,720,360,2.25
1520,720,320,2
2340,1080,440,2.75
2400,1080,408,2.55
2340,1080,440,2.75
1463,1080,420,2.625
854,480,240,1.5
2160,1080,400,2.5
2960,1440,640,4
2340,1080,400,2.5
1520,720,320,2
2340,1080,540,3.375
1080,2340,408,2.55
2340,1080,480,3
1560,720,272,1.7
2048,1536,320,2
2280,1080,440,2.75
2340,1080,480,3
2560,1600,532,3.325
2310,1080,408,2.55
2560,1600,532,3.325
1520,720,320,2
1280,720,240,1.5
2400,1080,461,2.8812501
1920,1080,480,3
1080,2400,540,3.375
2340,1080,352,2.2
2560,1600,320,2
2340,1080,480,3
2880,1440,640,4
2340,1080,480,3
2280,1080,440,2.75
2198,1080,440,2.75
2340,1080,480,3
2400,1080,420,2.625
960,540,220,1.375
2400,1080,450,2.8125
2244,1080,401,2.5062501
2340,1080,400,2.5
3200,1440,640,4
1920,1080,440,2.75
2160,1080,432,2.7
1480,720,280,1.75
2640,1080,420,2.625
3040,1440,560,3.5
1620,1080,420,2.625
2160,1080,440,2.75
2340,1080,440,2.75
1540,720,360,2.25
2160,1080,440,2.75
2280,1080,540,3.375
1280,720,320,2
2400,1080,540,3.375
1590,1265,400,2.5
960,480,215,1.34375
1920,1080,480,3
2560,1096,420,2.625
1140,540,240,1.5
2400,1080,440,2.75
3168,1440,612,3.825
2700,1224,540,3.375
1560,720,320,2
1920,1280,240,1.5
1920,1080,480,3
2560,1440,640,4
2248,1080,440,2.75
2400,1080,480,3
2448,1080,420,2.625
2408,1080,432,2.7
2400,1080,420,2.625
1920,1080,480,3
2400,1080,440,2.75
2158,1080,440,2.75
1280,800,213,1.3312501
1176,2400,480,3
1600,2560,400,2.5
2520,1080,420,2.625
2520,1080,420,2.625
1600,720,256,1.6
1280,720,320,2
1600,720,256,1.6
1920,1200,320,2
3040,1440,640,4
1520,720,360,2.25
3040,1440,640,4
2400,1080,400,2.5
1014,480,240,1.5
2340,1080,408,2.55
1920,1080,408,2.55
2453,1133,477,2.98125
2700,1160,520,3.25
2297,1080,480,3
2280,1080,420,2.625
2560,1600,320,2
2244,1080,480,3
2340,1080,440,2.75
3168,1440,560,3.5
1600,720,360,2.25
1784,824,347,2.16875
1440,720,360,2.25
1280,720,320,2
2340,1080,480,3
2160,1080,408,2.55
2520,1080,460,2.875
1640,720,332,2.075
2000,1200,240,1.5
2340,1080,440,2.75
2400,1080,408,2.55
3040,1440,560,3.5
2244,1080,480,3
2700,1228,540,3.375
2376,1080,420,2.625
1496,720,272,1.7
1600,900,240,1.5
3120,1440,640,4
1920,1080,480,3
2340,1080,440,2.75
2280,1080,540,3.375
2280,1080,450,2.8125
1920,1080,454,2.8375
2960,1440,560,3.5
2400,1080,430,2.6875
2220,1080,420,2.625
1920,1080,440,2.75
2340,1080,450,2.8125
1280,800,210,1.3125
2400,1080,540,3.375
1600,720,320,2
1920,1080,426,2.6625001
3200,1440,640,4
1560,720,272,1.7
1600,720,320,2
2400,1080,375,2.34375
2676,1236,568,3.55
2400,1080,434,2.7125
2250,1080,352,2.2
2248,1080,374,2.3375
2340,1080,432,2.7
2244,1080,432,2.7
2340,1080,420,2.625
1440,720,320,2
1920,1080,480,3
